kepid,koi_pdisposition,confidence,koi_period,koi_prad,koi_teq,koi_duration,koi_impact,koi_insol
11618798,FALSE POSITIVE,0.8254479639768296,42.9261364,1.84,490.0,2.578,0.2964,13.65
6309264,FALSE POSITIVE,0.8243768565313717,14.2821417,1.08,625.0,2.068,0.012,36.03
5008775,FALSE POSITIVE,0.8243574857670928,52.6727624,1.64,521.0,3.039,0.1764,17.45
7868092,FALSE POSITIVE,0.8241166142870984,180.71809,1.28,546.0,10.85,0.8856,20.98
10271691,FALSE POSITIVE,0.8235611757297238,63.909601,0.76,351.0,11.85,0.0578,3.57
4067336,FALSE POSITIVE,0.823060852127337,10.12742274,3.8,969.0,1.2762,0.696,208.77
6866251,FALSE POSITIVE,0.8221699405717884,65.238281,5.18,734.0,5.756,0.1471,68.49
2711131,FALSE POSITIVE,0.822146868853449,2.85889907,0.73,989.0,1.465,0.936,226.09
4919550,FALSE POSITIVE,0.8220278030325406,2.45261841,0.69,1108.0,1.9,0.3595,355.92
10743597,FALSE POSITIVE,0.8219848044768483,4.08029328,2.92,1044.0,2.8343,0.2428,280.4
6042214,FALSE POSITIVE,0.8219769092984802,27.04627886,3.54,636.0,2.666,0.962,38.62
9390655,FALSE POSITIVE,0.8219576690101393,9.5497037,1.45,456.0,1.881,0.028,10.25
8429566,FALSE POSITIVE,0.8218155706721415,3.732261,1.09,1119.0,2.054,0.4,369.47
5181817,FALSE POSITIVE,0.8211867485858478,4.350413063,1.26,1088.0,1.7694,0.549,331.98
5289857,FALSE POSITIVE,0.8210087610234146,26.524553,2.19,695.0,2.359,0.218,55.06
7428316,FALSE POSITIVE,0.8205530237118293,7.12684695,1.38,941.0,3.179,0.71,185.17
7130418,FALSE POSITIVE,0.8197656614405625,15.52861675,1.96,685.0,2.131,0.113,51.98
4829935,FALSE POSITIVE,0.8197475790290547,16.9329284,2.46,793.0,1.218,0.319,93.34
6369845,FALSE POSITIVE,0.8194957207242605,27.6760342,5.15,951.0,4.234,0.071,193.23
4571004,FALSE POSITIVE,0.8188043344072458,72.563291,1.99,436.0,3.088,0.4863,8.58
10383687,FALSE POSITIVE,0.8187750449258488,8.4879444,1.23,969.0,3.224,0.752,208.99
6500206,FALSE POSITIVE,0.8187392372573069,13.37499553,2.01,703.0,1.639,0.045,57.85
9777089,FALSE POSITIVE,0.8184959288418788,19.229478,1.97,970.0,4.68,0.699,209.42
9719634,FALSE POSITIVE,0.8184122935047783,3.351556891,1.64,1074.0,2.4005,0.129,314.73
12004971,FALSE POSITIVE,0.8176649677717943,10.81315417,1.46,1045.0,1.275,0.804,281.84
5894073,FALSE POSITIVE,0.8173825450875598,10.5856758,1.49,912.0,4.911,0.474,163.41
2437897,FALSE POSITIVE,0.817227937845235,1.65320144,0.74,1059.0,1.525,0.148,296.8
9543302,FALSE POSITIVE,0.8172090870495521,13.0366377,2.23,1047.0,3.184,0.7039,283.97
11548140,FALSE POSITIVE,0.8169559593192338,1.378649746,6.51,734.0,1.2232,0.099,68.34
8300828,FALSE POSITIVE,0.8163933484433687,48.9200563,1.71,456.0,2.295,0.6077,10.22
6195792,FALSE POSITIVE,0.8156881846359728,36.4772788,1.65,427.0,2.092,0.5298,7.89
4825872,FALSE POSITIVE,0.8150137840007451,29.6990126,1.93,880.0,1.849,0.3636,141.6
10357040,FALSE POSITIVE,0.8149431462510767,46.882525,1.91,513.0,1.93,0.7285,16.4
5544903,FALSE POSITIVE,0.812930384142489,7.57571414,2.45,1075.0,2.357,0.413,315.8
2437112,FALSE POSITIVE,0.8128803197353964,18.79852,2.04,509.0,4.795,0.936,15.82
11392618,FALSE POSITIVE,0.8123107245747699,110.9215892,3.71,443.0,5.282,0.905,9.12
6960456,FALSE POSITIVE,0.8122358839833815,5.07442951,1.38,929.0,4.064,0.53,175.75
9762514,FALSE POSITIVE,0.8120954817919417,7.51509713,1.23,685.0,2.62,0.934,51.99
12016267,FALSE POSITIVE,0.8119309522892535,11.7489907,1.01,1114.0,4.043,0.1228,363.51
8545603,FALSE POSITIVE,0.8118935732534228,55.884827,2.11,438.0,2.283,0.752,8.7
7542369,FALSE POSITIVE,0.8116401979277295,5.46091846,1.25,1106.0,1.781,0.4,353.34
11516930,FALSE POSITIVE,0.8115745505394277,4.768540307,1.84,1010.0,0.9938,0.806,246.11
7906739,FALSE POSITIVE,0.8114554566847033,7.01476115,1.02,928.0,3.945,0.687,175.85
11093335,FALSE POSITIVE,0.8111881933298309,53.106597,2.2,860.0,2.914,0.5182,129.19
4270565,FALSE POSITIVE,0.8102754516003761,18.0116764,2.02,695.0,6.006,0.683,55.07
7747197,FALSE POSITIVE,0.8102660404743509,22.52907,1.39,532.0,1.373,0.3668,18.89
5471688,FALSE POSITIVE,0.8100888400388497,12.4281308,0.85,715.0,6.79,0.33,61.78
4055774,FALSE POSITIVE,0.8099634679640675,6.58738839,1.35,871.0,4.758,0.523,136.02
11243547,FALSE POSITIVE,0.8094854712244209,2.16132662,0.5,687.0,4.487,0.778,52.58
3858767,FALSE POSITIVE,0.8092530241790139,3.49550335,0.66,1081.0,3.799,0.0843,322.8
10661913,FALSE POSITIVE,0.8092047547334255,1.23133063,0.54,1072.0,3.7,0.051,311.53
5437348,FALSE POSITIVE,0.8087534124303057,35.945188,1.5,789.0,8.23,0.1278,91.51
5015027,FALSE POSITIVE,0.8082189823113016,34.4886903,0.71,524.0,1.22,0.5544,17.87
11912916,FALSE POSITIVE,0.8081430037659572,3.74788322,1.32,1031.0,3.45,0.544,266.76
9950316,FALSE POSITIVE,0.8079324033025838,57.104588,0.98,425.0,11.5,0.087,7.74
8505674,FALSE POSITIVE,0.8076973956231518,43.169798,1.47,615.0,9.686,0.5639,33.77
7024222,FALSE POSITIVE,0.807336623516868,1.633107509,0.53,1083.0,1.491,0.35,324.97
11912932,FALSE POSITIVE,0.8072231121158246,3.74785358,0.89,1093.0,3.713,0.468,337.14
8260269,FALSE POSITIVE,0.8070497836554587,6.70995253,1.1,1120.0,2.297,0.616,372.31
2569516,FALSE POSITIVE,0.8069881507611629,45.5827119,2.42,957.0,3.193,0.253,198.31
7386391,FALSE POSITIVE,0.806799458656974,48.507991,2.06,511.0,8.984,0.944,16.08
10583180,FALSE POSITIVE,0.8066614426472976,2.696370652,1.58,1066.0,3.6129,0.044,305.34
10491044,FALSE POSITIVE,0.8064266782504956,2.1990638,1.33,1087.0,3.197,0.489,330.97
12009347,FALSE POSITIVE,0.8063738677692893,2.723858181,7.13,900.0,1.4313,0.913,154.53
4680772,FALSE POSITIVE,0.8056751579458407,26.190289,1.05,793.0,2.148,0.109,93.35
4740688,FALSE POSITIVE,0.8056034565266074,3.45423296,0.95,743.0,2.965,0.893,71.74
12506342,FALSE POSITIVE,0.8048592163036369,1.22775105,1.0,1094.0,1.602,0.262,340.64
7375795,FALSE POSITIVE,0.8041565540600002,19.30112039,1.66,669.0,6.0752,0.862,47.49
6370120,FALSE POSITIVE,0.8037479921044156,1.35477049,0.8,1102.0,1.618,0.24,348.9
10748393,FALSE POSITIVE,0.8037402812054657,4.887806806,5.71,918.0,2.4078,0.561,167.54
4058881,FALSE POSITIVE,0.8037383852666304,7.77241144,1.69,938.0,5.272,0.317,183.58
2831251,FALSE POSITIVE,0.8036116496531557,5.81289843,0.93,1102.0,3.979,0.499,348.61
7385509,FALSE POSITIVE,0.8035412463716226,1.655467295,2.17,1080.0,3.2424,0.001,322.97
9579753,FALSE POSITIVE,0.8035305639819719,1.08908149,0.69,1131.0,2.262,0.31,386.2
5389540,FALSE POSITIVE,0.803500983818907,10.26231992,1.98,509.0,3.568,0.945,15.89
9008737,FALSE POSITIVE,0.802736381384637,11.83271013,1.17,728.0,6.152,0.548,66.51
7289162,FALSE POSITIVE,0.8024515664551736,5.26648126,1.07,1155.0,1.964,0.403,420.53
4571004,FALSE POSITIVE,0.8022081748138883,28.5463574,1.35,596.0,9.29,0.2411,29.76
2708343,FALSE POSITIVE,0.8021989629922504,1.8913182,0.9,983.0,4.374,0.439,221.36
7013923,FALSE POSITIVE,0.8021821135908684,2.21396079,0.87,1123.0,3.452,0.143,375.04
5796186,FALSE POSITIVE,0.8019682801470808,42.55930625,5.45,527.0,3.0148,0.927,18.24
6421137,FALSE POSITIVE,0.8014990926289752,118.4039,3.46,517.0,5.593,0.4062,16.83
7186665,FALSE POSITIVE,0.8013270595588714,8.55935323,1.21,921.0,4.303,0.744,169.77
6950275,FALSE POSITIVE,0.8007935975745502,40.879068,3.35,533.0,6.562,0.988,19.12
7024530,FALSE POSITIVE,0.8006262363243056,66.1539783,9.69,468.0,5.896,0.873,11.3
3343281,FALSE POSITIVE,0.8004599660758949,21.8660922,1.88,730.0,2.03,0.057,67.15
